Archivo,OLD_Flow Duration,NEW_Flow Duration,OLD_Total Fwd Packets,NEW_Total Fwd Packets,OLD_Total Backward Packets,NEW_Total Backward Packets,OLD_Total Length of Fwd Packets,NEW_Total Length of Fwd Packets,OLD_Total Length of Bwd Packets,NEW_Total Length of Bwd Packets,OLD_Fwd Packet Length Max,NEW_Fwd Packet Length Max,OLD_Fwd Packet Length Min,NEW_Fwd Packet Length Min,OLD_Fwd Packet Length Mean,NEW_Fwd Packet Length Mean,OLD_Fwd Packet Length Std,NEW_Fwd Packet Length Std,OLD_Bwd Packet Length Max,NEW_Bwd Packet Length Max,OLD_Bwd Packet Length Min,NEW_Bwd Packet Length Min,OLD_Bwd Packet Length Mean,NEW_Bwd Packet Length Mean,OLD_Bwd Packet Length Std,NEW_Bwd Packet Length Std,OLD_Flow Bytes/s,NEW_Flow Bytes/s,OLD_Flow Packets/s,NEW_Flow Packets/s,OLD_Flow IAT Mean,NEW_Flow IAT Mean,OLD_Flow IAT Std,NEW_Flow IAT Std,OLD_Flow IAT Max,NEW_Flow IAT Max,OLD_Flow IAT Min,NEW_Flow IAT Min,OLD_Fwd IAT Total,NEW_Fwd IAT Total,OLD_Fwd IAT Mean,NEW_Fwd IAT Mean,OLD_Fwd IAT Std,NEW_Fwd IAT Std,OLD_Fwd IAT Max,NEW_Fwd IAT Max,OLD_Fwd IAT Min,NEW_Fwd IAT Min,OLD_Bwd IAT Total,NEW_Bwd IAT Total,OLD_Bwd IAT Mean,NEW_Bwd IAT Mean,OLD_Bwd IAT Std,NEW_Bwd IAT Std,OLD_Bwd IAT Max,NEW_Bwd IAT Max,OLD_Bwd IAT Min,NEW_Bwd IAT Min,OLD_Fwd Header Length,NEW_Fwd Header Length,OLD_Bwd Header Length,NEW_Bwd Header Length,OLD_Fwd Packets/s,NEW_Fwd Packets/s,OLD_Bwd Packets/s,NEW_Bwd Packets/s,OLD_Min Packet Length,NEW_Min Packet Length,OLD_Max Packet Length,NEW_Max Packet Length,OLD_Packet Length Mean,NEW_Packet Length Mean,OLD_Packet Length Std,NEW_Packet Length Std,OLD_Packet Length Variance,NEW_Packet Length Variance,OLD_FIN Flag Count,NEW_FIN Flag Count,OLD_SYN Flag Count,NEW_SYN Flag Count,OLD_RST Flag Count,NEW_RST Flag Count,OLD_PSH Flag Count,NEW_PSH Flag Count,OLD_ACK Flag Count,NEW_ACK Flag Count,OLD_Down/Up Ratio,NEW_Down/Up Ratio,OLD_Average Packet Size,NEW_Average Packet Size,OLD_Avg Fwd Segment Size,NEW_Avg Fwd Segment Size,OLD_Avg Bwd Segment Size,NEW_Avg Bwd Segment Size,OLD_Init_Win_bytes_forward,NEW_Init_Win_bytes_forward,OLD_Init_Win_bytes_backward,NEW_Init_Win_bytes_backward,OLD_act_data_pkt_fwd,NEW_act_data_pkt_fwd,OLD_Label,NEW_Label
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,1033145,1033099,3,3,4,4,26,26,11601,11609,20,20,0,0,8.666666667,8.666666666666666,10.26320288,10.26320288,8675,8685,0,0,2900.25,2898.0126953125,4088.041942,4086.0654296875,11253.98661,11262.231402798763,6.775428425,6.775730109118293,172190.8333,172183.16666666666,418809.0516,418809.0516,1027069,1027069,43,43,5825,5825,2912.5,2912.5,3995.86042,3995.86,5738,5738,87,87,1033102,1033099,344367.3333,344366.33,591243.8869,591242.17,1027069,1027069,160,160,72,112,92,92,2.903755039,2.9038843324792687,3.871673386,3.871845776639025,0,0,8675,8685,1453.375,1662.142857142857,3091.095642,3091.095642,9554872.268,9554872.268,0,0,0,0,0,0,1,1,0,0,1,1,1661.0,1661.0,8.666666667,8.666666666666666,2900.25,2898.0126953125,8192,27951,229,229,2,2,DDoS,DDoS
Wednesday-workingHours.pcap_ISCX.csv,18469782,18469690,11,11,6,6,1548,1548,11632,11640,387,387,0,0,140.7272727,140.72727272727272,195.2511669,195.2511669,5792,5802,0,0,1938.666667,1937.0875244140625,2984.837059,2983.165771484375,713.5980273,714.0347239179434,0.920422342,0.9204269264941642,1154361.375,1154355.625,3303398.491,3303398.491,12600000,12600000,48,48,13500000,13477882,1346783.4,1347788.2,3970337.025,3973299.19,12600000,12600000,214,214,18500000,18469690,3693946.8,3693938.0,5413524.195,5413511.3,12600000,12600000,87,87,360,400,200,200,0.595567398,0.5955703642021063,0.324854944,0.32485656229205795,0,0,5792,5802,732.2222222,775.7647058823529,1847.816185,1847.816185,3414424.654,3414424.654,0,0,0,0,0,0,1,1,0,0,0,0,775.2941176,775.2941176,140.7272727,140.72727272727272,1938.666667,1937.0875244140625,29200,48283,235,235,4,4,DoS GoldenEye,DoS GoldenEye
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,48,148,1,1,1,2,2,2,6,14,2,2,2,2,2.0,2.0,0.0,0.0,6,16,6,4,6.0,5.9087958335876465,0.0,0.0,166666.6667,108108.1081081081,41666.66667,20270.27027027027,48.0,74.0,0.0,0.0,48,74,48,48,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,24,64,20,20,20833.33333,6756.756756756757,20833.33333,13513.513513513513,2,2,6,16,3.333333333,5.333333333333333,2.309401077,2.309401077,5.333333333,5.333333333,0,0,0,0,0,0,1,1,0,0,1,1,5.0,5.0,2.0,2.0,6.0,5.9087958335876465,1024,66,0,0,0,0,PortScan,PortScan
Wednesday-workingHours.pcap_ISCX.csv,3,103,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,19417.47572815534,3.0,103.0,0.0,0.0,3,103,3,3,3,103,3.0,103.0,0.0,0.0,3,103,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,666666.6667,19417.47572815534,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,274,66,-1,0,0,0,DoS Hulk,DoS Hulk
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,98652574,98652474,8,8,5,5,56,56,11607,11615,20,20,0,0,7.0,7.0,5.656854249,5.656854249,10135,10145,0,0,2321.4,2319.442138671875,4413.201989,4411.35888671875,118.222967,118.30417957891254,0.131775578,0.13177571198062402,8221047.833,8221039.5,27100000.0,27100000.0,94300000,94300000,1,1,97600000,98652474,13900000.0,14093210.57,35500000.0,35993451.46,94300000,94300000,1,1,1073727,1085306,268431.75,271326.5,536114.9808,541896.41,1072604,1072604,4,4,172,212,112,112,0.081092664,0.08109274583423016,0.050682915,0.05068296614639386,0,0,10135,10145,833.5,897.7692307692307,2705.044255,2705.044255,7317264.423,7317264.423,0,0,0,0,0,0,0,0,1,1,0,0,897.6153846,897.6153846,7.0,7.0,2321.4,2319.442138671875,256,15048,229,229,6,6,DDoS,DDoS
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,94,194,1,1,1,2,2,2,6,14,2,2,2,2,2.0,2.0,0.0,0.0,6,16,6,4,6.0,5.9087958335876465,0.0,0.0,85106.38298,82474.22680412371,21276.59574,15463.917525773197,94.0,97.0,0.0,0.0,94,97,94,94,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,24,64,20,20,10638.29787,5154.639175257732,10638.29787,10309.278350515464,2,2,6,16,3.333333333,5.333333333333333,2.309401077,2.309401077,5.333333333,5.333333333,0,0,0,0,0,0,1,1,0,0,1,1,5.0,5.0,2.0,2.0,6.0,5.9087958335876465,1024,66,0,0,0,0,PortScan,PortScan
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,60,160,1,1,1,3,0,0,6,14,0,0,0,0,0.0,0.0,0.0,0.0,6,16,6,4,6.0,5.594542026519775,0.0,0.0,100000.0,87500.0,33333.33333,24999.999999999996,60.0,53.333333333333336,0.0,0.0,60,60,60,53,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,40,80,20,20,16666.66667,6249.999999999999,16666.66667,18750.0,0,0,6,16,2.0,3.5,3.464101615,3.464101615,12.0,12.0,0,0,0,0,0,0,1,1,0,0,1,1,3.0,3.0,0.0,0.0,6.0,5.594542026519775,29200,31880,0,0,0,0,PortScan,PortScan
Wednesday-workingHours.pcap_ISCX.csv,84426310,84426245,7,7,7,7,378,378,11595,11603,372,372,0,0,54.0,54.0,140.2426469,140.2426469,5792,5802,0,0,1656.428571,1655.0748291015625,2118.227235,2116.973388671875,141.8159813,141.9108477464561,0.165825085,0.16582521229032512,6494331.538,6494326.538461538,23400000.0,23400000.0,84300000,84300000,1,1,84300000,84426245,14000000.0,14071040.83,34400000.0,34574557.48,84300000,84300000,1,1,140686,140897,23447.66667,23482.83,52503.42162,52582.17,130320,130320,13,13,220,260,232,232,0.082912542,0.08291260614516256,0.082912542,0.08291260614516256,0,0,5792,5802,798.2,855.7857142857143,1619.285124,1619.285124,2622084.314,2622084.314,0,0,0,0,0,0,0,0,1,1,1,1,855.2142857,855.2142857,54.0,54.0,1656.428571,1655.0748291015625,251,8773,235,235,2,2,DoS Hulk,DoS Hulk
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,5202869,5202866,4,4,0,0,24,24,0,0,6,6,6,6,6.0,6.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4.61283957,4.612842229648043,0.768806595,0.768807038274674,1734289.667,1734288.6666666667,3002157.891,3002157.891,5200883,5200883,965,965,5202869,5202866,1734289.667,1734288.67,3002157.891,3002156.16,5200883,5200883,965,965,0,0,0.0,0.0,0.0,0.0,0,0,0,0,80,120,0,0,0.768806595,0.768807038274674,0.0,0.0,6,6,6,16,6.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,7.5,7.5,6.0,6.0,0.0,0.0,256,66,-1,0,3,3,DDoS,DDoS
Tuesday-WorkingHours.pcap_ISCX.csv,12836305,12835895,21,21,32,32,2008,2008,2745,2753,640,640,0,0,95.61904762,95.61904761904762,140.0451628,140.0451628,976,975,0,0,85.78125,85.27495574951172,220.240592,219.6258087158203,370.2778954,370.9129749035809,4.128914045,4.129045929403442,246852.0192,246844.13461538462,669023.9912,669023.9912,2456395,2456395,3,3,10700000,10730006,535448.1,536500.3,947413.5729,949275.32,2514826,2514826,405,405,12800000,12835895,414070.129,414061.13,830334.5503,830316.5,2456395,2456395,3,3,680,720,1032,1032,1.63598481,1.6360370663674015,2.492929235,2.4930088630360405,0,0,976,975,88.01851852,89.83018867924528,189.5902723,189.5902723,35944.47135,35944.47135,0,0,0,0,0,0,1,1,0,0,1,1,89.67924528,89.67924528,95.61904762,95.61904761904762,85.78125,85.27495574951172,29200,33624,247,247,16,16,SSH-Patator,SSH-Patator
Wednesday-workingHours.pcap_ISCX.csv,198490,199290,3,3,6,6,363,363,11595,11603,363,363,0,0,121.0,121.0,209.5781477,209.5781477,4344,4354,0,0,1932.5,1931.1512451171875,1754.831473,1753.233154296875,60244.84861,60043.15319383813,45.34233463,45.16031913292187,24811.25,24911.25,63407.17178,63407.17178,181150,181150,48,48,16972,17050,8486.0,8525.0,10593.8738,10642.56,15977,15977,995,995,198378,199290,39675.6,39858.0,79422.12197,79787.25,181150,181150,48,48,104,144,200,200,15.11411154,15.053439710973958,30.22822308,30.106879421947916,0,0,4344,4354,1195.8,1329.5555555555557,1620.593088,1620.593088,2626321.956,2626321.956,0,0,0,0,0,0,1,1,0,0,2,2,1328.666667,1328.666667,121.0,121.0,1932.5,1931.1512451171875,29200,46226,235,235,1,1,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,109008918,109008894,2,2,2,2,16,16,0,0,8,8,8,8,8.0,8.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.146776982,0.14677701435994756,0.036694246,0.03669425358998689,36300000.0,36336298.0,62900000.0,62900000.0,109000000,109000000,71,71,109000000,109008894,109000000.0,109008894.0,0.0,0.0,109000000,109008894,109000000,109000000,109000000,109008894,109000000.0,109008894.0,0.0,0.0,109000000,109008894,109000000,109000000,64,104,64,64,0.018347123,0.018347126794993444,0.018347123,0.018347126794993444,0,0,8,18,4.8,4.0,4.38178046,4.38178046,19.2,19.2,0,0,1,1,0,0,0,0,1,1,1,1,6.0,6.0,8.0,8.0,0.0,0.0,229,5004,235,235,1,1,DoS slowloris,DoS slowloris
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,42,142,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47619.04762,14084.507042253521,42.0,142.0,0.0,0.0,42,142,42,42,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,32,72,32,32,23809.52381,7042.2535211267605,23809.52381,7042.2535211267605,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,257,66,235,235,0,0,Web Attack � Sql Injection,Web Attack � Sql Injection
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,379234,380034,3,3,6,6,18,18,11595,11603,18,18,0,0,6.0,6.0,10.39230485,10.39230485,5792,5802,0,0,1932.5,1930.9864501953125,2181.008184,2179.319580078125,30622.25433,30578.842945631182,23.73204934,23.68209160233032,47404.25,47504.25,133541.8638,133541.8638,377903,377903,38,38,378712,379578,189356.0,189789.0,266645.7245,267255.46,377903,377903,809,809,379167,380034,75833.4,76006.8,169308.1495,169695.29,378701,378701,38,38,104,144,200,200,7.910683114,7.894030534110106,15.82136623,15.788061068220212,0,0,5792,5802,1161.3,1291.2222222222222,1906.289826,1906.289826,3633940.9,3633940.9,0,0,0,0,0,0,1,1,0,0,2,2,1290.333333,1290.333333,6.0,6.0,1932.5,1930.9864501953125,29200,47789,227,227,1,1,PortScan,PortScan
Wednesday-workingHours.pcap_ISCX.csv,24719667,24822167,590,590,436,436,7442,7442,1636683,1636684,5792,5792,0,0,12.61355932,12.613559322033899,238.7086577,238.7086577,13032,13042,0,0,3753.860092,3751.2529296875,2363.881447,2361.6591796875,66510.80696,66236.19928107002,41.50541348,41.33402212627125,24116.74829,24216.748292682925,149983.8918,149983.8918,995832,995832,0,0,24700000,24822167,41968.87436,42142.9,197466.2052,198285.0,996919,996919,0,0,24100000,24219199,55301.75862,55676.32,225933.6008,227463.86,995832,995832,2,2,18880,18892,13952,13952,23.86763543,23.769077051169624,17.63777805,17.564945075101623,0,0,13032,13042,1606.540409,1602.4619883040937,2416.475297,2416.475297,5839352.859,5839352.859,0,0,0,0,0,0,0,0,1,1,0,0,1608.106238,1608.106238,12.61355932,12.613559322033899,3753.860092,3751.2529296875,349,14667,349,349,25,25,Heartbleed,Heartbleed
Wednesday-workingHours.pcap_ISCX.csv,119302728,119744028,2685,2685,1729,1730,8299,8299,7556917,7556918,517,517,0,0,3.090875233,3.0908752327746742,16.85842056,16.85842056,17376,17386,0,0,4370.686524,4367.60791015625,2566.935004,2564.17138671875,63411.92802,63178.24050482083,36.99831575,36.870314735027954,27034.38205,27128.234707748074,174625.7584,174625.7584,5024984,5024984,0,0,119000000,119744028,44449.50857,44614.02,222461.7159,223285.06,5025702,5025702,0,0,119000000,119744028,69040.90509,69256.23,273867.424,274721.58,5024984,5024984,1,1,85928,85940,55336,55336,22.50577204,22.422830138969434,14.49254371,14.44748459605852,0,0,17376,17386,1713.525708,1713.5259343148357,2669.389319,2669.389319,7125639.337,7125639.337,0,0,0,0,0,0,1,1,0,0,0,0,1713.91391,1713.91391,3.090875233,3.0908752327746742,4370.686524,4367.60791015625,29200,52667,235,235,118,118,Heartbleed,Heartbleed
Wednesday-workingHours.pcap_ISCX.csv,1059571,1059525,6,6,5,5,1472,1472,11595,11603,368,368,0,0,245.3333333,245.33333333333334,190.0343829,190.0343829,4344,4354,0,0,2319.0,2317.457275390625,2196.731436,2195.05126953125,12332.3496,12340.4355725443,10.38156008,10.382010806729431,105957.1,105952.5,148907.5602,148907.5602,433008,433008,4,4,877972,878071,175594.4,175614.2,176650.1815,176670.1,433008,433008,4,4,1059406,1059525,264851.5,264881.25,417511.7959,417558.69,877887,877887,84,84,200,240,168,168,5.662669137,5.66291498548878,4.718890947,4.71909582124065,0,0,4344,4354,1088.916667,1188.6363636363637,1718.98868,1718.98868,2954922.083,2954922.083,0,0,0,0,0,0,1,1,0,0,0,0,1187.909091,1187.909091,245.3333333,245.33333333333334,2319.0,2317.457275390625,29200,47460,235,235,4,4,DoS Hulk,DoS Hulk
