Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,Label,_ORIGIN_FILE_,_ORIGIN_IDX_
194,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,82474.22680412371,15463.917525773197,97.0,0.0,97,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,5154.639175257732,10309.278350515464,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,121135
160,1,3,0,14,0,0,0.0,0.0,16,4,5.594542026519775,0.0,87500.0,24999.999999999996,53.333333333333336,0.0,60,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80,20,6249.999999999999,18750.0,0,16,3.5,3.464101615,12.0,0,0,0,1,0,1,3.0,0.0,5.594542026519775,31880,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,173128
84426245,7,7,378,11603,372,0,54.0,140.2426469,5802,0,1655.0748291015625,2116.973388671875,141.9108477464561,0.16582521229032512,6494326.538461538,23400000.0,84300000,1,84426245,14071040.83,34574557.48,84300000,1,140897,23482.83,52582.17,130320,13,260,232,0.08291260614516256,0.08291260614516256,0,5802,855.7857142857143,1619.285124,2622084.314,0,0,0,0,1,1,855.2142857,54.0,1655.0748291015625,8773,235,2,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,111885
5202866,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.612842229648043,0.768807038274674,1734288.6666666667,3002157.891,5200883,965,5202866,1734288.67,3002156.16,5200883,965,0,0.0,0.0,0,0,120,0,0.768807038274674,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.5,6.0,0.0,66,0,3,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,182564
12835895,21,32,2008,2753,640,0,95.61904761904762,140.0451628,975,0,85.27495574951172,219.6258087158203,370.9129749035809,4.129045929403442,246844.13461538462,669023.9912,2456395,3,10730006,536500.3,949275.32,2514826,405,12835895,414061.13,830316.5,2456395,3,720,1032,1.6360370663674015,2.4930088630360405,0,975,89.83018867924528,189.5902723,35944.47135,0,0,0,1,0,1,89.67924528,95.61904761904762,85.27495574951172,33624,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,179723
199290,3,6,363,11603,363,0,121.0,209.5781477,4354,0,1931.1512451171875,1753.233154296875,60043.15319383813,45.16031913292187,24911.25,63407.17178,181150,48,17050,8525.0,10642.56,15977,995,199290,39858.0,79787.25,181150,48,144,200,15.053439710973958,30.106879421947916,0,4354,1329.5555555555557,1620.593088,2626321.956,0,0,0,1,0,2,1328.666667,121.0,1931.1512451171875,46226,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,96573
109008894,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.14677701435994756,0.03669425358998689,36336298.0,62900000.0,109000000,71,109008894,109008894.0,0.0,109008894,109000000,109008894,109008894.0,0.0,109008894,109000000,104,64,0.018347126794993444,0.018347126794993444,0,18,4.0,4.38178046,19.2,0,1,0,0,1,1,6.0,8.0,0.0,5004,235,1,DoS slowloris,Wednesday-workingHours.pcap_ISCX.csv,42070
142,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14084.507042253521,142.0,0.0,142,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,7042.2535211267605,7042.2535211267605,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,66,235,0,Web Attack � Sql Injection,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,90351
380034,3,6,18,11603,18,0,6.0,10.39230485,5802,0,1930.9864501953125,2179.319580078125,30578.842945631182,23.68209160233032,47504.25,133541.8638,377903,38,379578,189789.0,267255.46,377903,809,380034,76006.8,169695.29,378701,38,144,200,7.894030534110106,15.788061068220212,0,5802,1291.2222222222222,1906.289826,3633940.9,0,0,0,1,0,2,1290.333333,6.0,1930.9864501953125,47789,227,1,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,56456
24822167,590,436,7442,1636684,5792,0,12.613559322033899,238.7086577,13042,0,3751.2529296875,2361.6591796875,66236.19928107002,41.33402212627125,24216.748292682925,149983.8918,995832,0,24822167,42142.9,198285.0,996919,0,24219199,55676.32,227463.86,995832,2,18892,13952,23.769077051169624,17.564945075101623,0,13042,1602.4619883040937,2416.475297,5839352.859,0,0,0,0,1,0,1608.106238,12.613559322033899,3751.2529296875,14667,349,25,Heartbleed,Wednesday-workingHours.pcap_ISCX.csv,597825
119744028,2685,1730,8299,7556918,517,0,3.0908752327746742,16.85842056,17386,0,4367.60791015625,2564.17138671875,63178.24050482083,36.870314735027954,27128.234707748074,174625.7584,5024984,0,119744028,44614.02,223285.06,5025702,0,119744028,69256.23,274721.58,5024984,1,85940,55336,22.422830138969434,14.44748459605852,0,17386,1713.5259343148357,2669.389319,7125639.337,0,0,0,1,0,0,1713.91391,3.0908752327746742,4367.60791015625,52667,235,118,Heartbleed,Wednesday-workingHours.pcap_ISCX.csv,597130
1059525,6,5,1472,11603,368,0,245.33333333333334,190.0343829,4354,0,2317.457275390625,2195.05126953125,12340.4355725443,10.382010806729431,105952.5,148907.5602,433008,4,878071,175614.2,176670.1,433008,4,1059525,264881.25,417558.69,877887,84,240,168,5.66291498548878,4.71909582124065,0,4354,1188.6363636363637,1718.98868,2954922.083,0,0,0,1,0,0,1187.909091,245.33333333333334,2317.457275390625,47460,235,4,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,94971
98622316,8,6,56,11609,20,0,7.0,5.656854249,4390,0,1932.094970703125,1756.56689453125,118.27951799468997,0.14195570097948218,7586332.0,24200000.0,87600000,0,98622316,14088902.29,32907650.34,87600000,0,783774,156754.8,345030.51,768255,89,212,132,0.08111754341684696,0.06083815756263522,0,4390,833.2142857142857,1434.571657,2057995.838,0,0,0,0,1,0,833.0714286,7.0,1932.094970703125,7617,229,6,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,159147
98711688,6,7,411,11603,393,0,68.5,158.9990566,5802,0,1655.0716552734375,2119.490478515625,121.70797849186816,0.13169666392494475,8225974.0,28500000.0,98600000,1,98711688,19742337.6,44194776.05,98600000,1,98711688,16451948.0,40182636.63,98600000,46,204,232,0.0607830756576668,0.07091358826727794,0,5802,924.1538461538462,1665.016008,2772278.308,1,0,0,0,0,1,924.0,68.5,1655.0716552734375,8647,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,206102
124,1,3,0,14,0,0,0.0,0.0,16,4,5.594542026519775,0.0,112903.2258064516,32258.06451612903,41.333333333333336,0.0,42,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80,20,8064.516129032258,24193.548387096773,0,16,3.5,3.464101615,12.0,0,0,0,1,0,1,3.0,0.0,5.594542026519775,31880,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,164240
35450148,203,104,43906,72199,602,0,216.28571428571428,228.4931854,1078,0,693.5474853515625,361.863525390625,3275.1626311969135,8.66004847144785,115850.1568627451,328709.1278,3557331,3,35350288,175001.43,390683.27,3557331,896,35450148,344176.19,516040.83,3558178,3,6504,3336,5.726351269393854,2.9336972020539944,0,1078,378.19218241042347,360.682604,130091.9408,0,0,0,1,0,0,378.1661238,216.28571428571428,693.5474853515625,36198,1176,101,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,24744
105,1,1,1983,0,1983,1983,1983.0,0.0,0,0,0.0,0.0,18885714.285714284,19047.619047619046,105.0,0.0,105,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,9523.809523809523,9523.809523809523,0,1983,991.5,1144.885584,1310763.0,0,1,0,0,1,1,1983.0,1983.0,0.0,346,235,0,DoS Slowhttptest,Wednesday-workingHours.pcap_ISCX.csv,73597
7115141,9,7,62,11609,20,0,6.888888888888889,5.30199124,5850,0,1655.9385986328125,1963.64794921875,1640.3048091387084,2.248725640152458,474342.73333333334,1553531.059,6030823,1,7115141,889392.62,2167962.36,6030823,1,219274,36545.67,79510.23,192582,13,232,152,1.2649081725857576,0.9838174675667003,0,5850,729.4375,1465.904374,2148875.632,0,0,0,0,1,0,729.3125,6.888888888888889,1655.9385986328125,8397,229,7,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,55379
149,1,3,0,14,0,0,0.0,0.0,16,4,5.594542026519775,0.0,93959.73154362416,26845.637583892618,49.666666666666664,0.0,50,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80,20,6711.4093959731545,20134.228187919463,0,16,3.5,3.464101615,12.0,0,0,0,1,0,1,3.0,0.0,5.594542026519775,31880,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,180512
209,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9569.377990430621,209.0,0.0,209,109,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,4784.688995215311,4784.688995215311,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,66,236,0,Web Attack � Sql Injection,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,93286
9329561,9,16,97,196,23,0,10.777777777777779,8.540751984,44,0,12.121552467346191,14.093975067138672,31.405550593430924,2.679654487494106,388731.7083333333,1055010.56,3239338,1,6162660,770332.5,1428762.83,3283382,3,9329561,621970.73,1215650.29,3239338,1,336,488,0.9646756154978782,1.714978871996228,0,44,11.72,12.41638702,154.1666667,0,0,0,1,0,1,11.875,10.777777777777779,12.121552467346191,31931,227,6,FTP-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,60758
83298078,7,6,371,11603,371,0,53.0,140.2248195,5802,0,1931.005615234375,2179.670166015625,143.74881494864744,0.15606602591718863,6941506.5,24000000.0,83200000,1,83298078,13883013.0,33858571.27,83200000,1,145626,29125.2,56933.27,130159,45,272,200,0.08403555241694773,0.0720304735002409,0,5802,921.0769230769231,1666.443723,2777034.681,0,0,0,0,1,0,920.4615385,53.0,1931.005615234375,9010,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,279154
1028275,3,6,26,11609,20,0,8.666666666666666,10.26320288,5850,0,1931.9642333984375,2188.408203125,11315.066494857892,8.752522428338722,128534.375,352593.1335,1000880,9,27025,13512.5,17666.96,26003,1020,1028275,205655.0,444735.48,1000880,9,112,132,2.9175074761129074,5.835014952225815,0,5850,1292.7777777777778,1911.59573,3654198.233,0,0,0,1,0,2,1291.888889,8.666666666666666,1931.9642333984375,22121,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,33962
143,1,3,0,14,0,0,0.0,0.0,16,4,5.594542026519775,0.0,97902.0979020979,27972.027972027972,47.666666666666664,0.0,48,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80,20,6993.006993006993,20979.020979020977,0,16,3.5,3.464101615,12.0,0,0,0,1,0,1,3.0,0.0,5.594542026519775,31880,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,195627
14738,3,5,26,11609,20,0,8.666666666666666,10.26320288,5850,0,2318.44677734375,2435.35791015625,789455.8284706202,542.814493146967,2105.4285714285716,4165.957187,11354,78,12200,6100.0,8471.31,11443,104,14738,3684.5,5715.25,11536,177,112,112,203.55543493011265,339.2590582168544,0,5850,1454.375,2110.95076,4456113.111,0,0,0,1,0,1,1453.375,8.666666666666666,2318.44677734375,23049,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,20690
12255973,21,32,2008,2753,640,0,95.61904761904762,140.0451628,975,0,85.27490234375,219.62586975097656,388.46364952011567,4.324422059350164,235691.78846153847,644946.9725,2640649,3,10063848,503192.4,901135.03,2695496,389,12255973,395353.97,801223.17,2640649,3,720,1032,1.713450249931197,2.6109718094189667,0,975,89.83018867924528,189.5902723,35944.47135,0,0,0,1,0,1,89.67924528,95.61904761904762,85.27490234375,33624,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,325366
1094,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1828.1535648994518,1094.0,0.0,1094,994,1094,1094.0,0.0,1094,994,0,0.0,0.0,0,0,104,0,1828.1535648994518,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,114125
12241039,21,32,2008,2753,640,0,95.61904761904762,140.0451628,975,0,85.27490234375,219.62586975097656,388.93757302791045,4.329697830388417,235404.59615384616,643390.7557,2551337,3,10635657,531782.85,951920.79,2601822,455,12241039,394872.23,799196.41,2551337,3,720,1032,1.7155406497765426,2.6141571806118744,0,975,89.83018867924528,189.5902723,35944.47135,0,0,0,1,0,1,89.67924528,95.61904761904762,85.27490234375,33624,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,311642
20998891,2,1,7,0,7,0,3.5,4.949747468,0,0,0.0,0.0,0.33335093743760086,0.1428646874732575,10499445.5,14800000.0,21000000,53,20998891,20998891.0,0.0,21000000,20998891,0,0.0,0.0,0,0,104,32,0.09524312498217168,0.04762156249108584,0,17,2.3333333333333335,4.041451884,16.33333333,0,1,0,0,1,0,4.666666667,3.5,0.0,587,235,0,DoS Slowhttptest,Wednesday-workingHours.pcap_ISCX.csv,70556
167,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,95808.38323353294,17964.071856287424,83.5,0.0,84,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,5988.023952095808,11976.047904191617,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,273643
143,1,3,0,14,0,0,0.0,0.0,16,4,5.594542026519775,0.0,97902.0979020979,27972.027972027972,47.666666666666664,0.0,48,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80,20,6993.006993006993,20979.020979020977,0,16,3.5,3.464101615,12.0,0,0,0,1,0,1,3.0,0.0,5.594542026519775,31880,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,153543
147,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,108843.53741496599,20408.163265306124,73.5,0.0,74,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,6802.721088435374,13605.442176870749,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,123217
103,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19417.47572815534,103.0,0.0,103,3,103,103.0,0.0,103,3,0,0.0,0.0,0,0,104,0,19417.47572815534,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,164899
102,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19607.843137254902,102.0,0.0,102,2,102,102.0,0.0,102,2,0,0.0,0.0,0,0,104,0,19607.843137254902,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,250548
84909034,9,6,358,11603,358,0,39.77777777777778,119.3333333,4354,0,1931.09619140625,1753.6112060546875,140.86840276618858,0.17665964731149808,6064931.0,22700000.0,84800000,0,84909034,10613629.25,30038573.35,84800000,0,147674,29534.8,58304.05,133090,16,336,200,0.10599578838689885,0.07066385892459923,0,4354,797.4,1390.516234,1933535.396,0,0,0,0,1,0,796.8666667,39.77777777777778,1931.09619140625,7515,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,141468
98591891,6,4,348,11603,348,0,58.0,142.0704051,8698,0,2896.580078125,4093.587646484375,121.21686559394625,0.10142821989285102,10954654.555555556,32800000.0,98500000,1,98591891,19718378.2,44141141.05,98500000,1,73800,24600.0,33274.32,62443,191,240,136,0.060856931935710616,0.040571287957140406,0,8698,1195.1,2666.200596,7108625.618,0,0,0,0,1,0,1194.3,58.0,2896.580078125,14479,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,217291
13466646,22,33,2008,2753,640,0,91.27272727272727,138.1821372,975,0,82.67649841308594,216.67172241210938,353.54014652200703,4.084164683619068,249382.33333333334,689224.3982,2612271,3,11272081,536765.76,974299.8,2657343,3,13466646,420832.69,859018.71,2612271,4,752,1064,1.6336658734476275,2.450498810171441,0,975,86.56363636363636,186.8396554,34909.05682,0,0,0,1,0,1,86.41818182,91.27272727272727,82.67649841308594,33601,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,435826
99912870,26,28,6674,164,1164,6,256.6923076923077,366.0205207,16,4,5.873721122741699,0.0,68.43963145088316,0.5404709123058922,1885148.4905660378,8638857.306,55000000,32,99912870,3996514.8,12100034.15,55000000,512,99912870,3700476.67,11203746.88,55000000,550,560,520,0.2602267355546888,0.28024417675120333,6,1164,126.62962962962963,283.2257865,80216.84615,0,1,0,0,1,1,132.5,256.6923076923077,5.873721122741699,66,1452,25,Infiltration,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,197642
85163958,7,5,378,11603,354,0,54.0,132.3177993,7250,0,2317.1767578125,3329.98681640625,140.68157799805408,0.1409046770700817,7742178.0,25600000.0,85000000,1,85163958,14193993.0,34685320.92,85000000,1,147691,36922.75,66534.94,136165,85,224,168,0.08219439495754766,0.05871028211253404,0,7250,998.4166666666666,2243.05159,5031280.436,1,0,0,0,0,0,998.25,54.0,2317.1767578125,11790,235,4,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,221403
134,1,2,6,14,6,6,6.0,0.0,16,4,5.905995845794678,0.0,149253.73134328358,22388.059701492537,67.0,0.0,67,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,7462.686567164179,14925.373134328358,6,16,6.666666666666667,0.0,0.0,0,0,0,0,1,1,9.0,6.0,5.905995845794678,66,256,0,Bot,Friday-WorkingHours-Morning.pcap_ISCX.csv,92046
33152,3,6,26,11609,20,0,8.666666666666666,10.26320288,4390,0,1932.056884765625,1756.5521240234375,350959.21814671817,271.476833976834,4144.0,9034.82902,25904,2,26734,13367.0,18900.89,26005,2,33152,6630.4,11520.0,26062,49,112,132,90.49227799227799,180.98455598455598,0,4390,1292.7777777777778,1645.241762,2706820.456,0,0,0,1,0,2,1291.888889,8.666666666666666,1932.056884765625,20595,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,47588
